ticker,yf_ticker,company_name,sector_sp500,industry_sp500,current_price,market_cap,analyst_target_mean,analyst_target_median,analyst_target_low,analyst_target_high,analyst_upside_pct,analyst_count,analyst_dispersion_pct,fundamental_target_mean,fundamental_upside_pct,target_price_pe,target_price_ev_ebitda,target_price_fcf,valuation_method_count,forward_pe,sector_forward_pe,forward_eps,fcf_yield_pct,revenue_growth_pct,earnings_growth_pct,ebitda_margin_pct,net_margin_pct,roe_pct,net_debt_ebitda,return_3m_pct,return_6m_pct,return_12m_pct,volatility_12m_pct,max_drawdown_12m_pct,ml_start_price,ml_target_price_12m,ml_predicted_return_12m_pct,ml_outperform_probability_pct,ml_rank_percentile,ml_signal,ml_forecast_date,ml_maturity_date,fundamental_score,analyst_score,ml_score,quality_score,consistency_score,risk_safety_score,data_completeness_pct,final_score,sp500_rank,final_rank_percentile,final_category,qualified_strong_candidate
TJX,TJX,TJX Companies,Consumer Discretionary,Apparel Retail,132.08,145284562944.0,169.8,175.0,136.0,198.0,28.56,22.0,36.51,100.16,-24.17,96.86,104.15,99.46,3,22.87686,16.78,5.77352,3.03,5.4,23.6,14.28,9.73,62.17,0.93,-17.56,-16.57,-5.2,20.32,-21.78,132.08,150.24,13.75,37.2,8.22,WEAK,2026-09-07,2027-09-07,43.40724060280616,72.18348873395493,19.812000000000005,50.242090968270425,48.41,67.01333592272316,100.0,45.97,400,20.68,Zayıf,False
ORLY,ORLY,O'Reilly Automotive,Consumer Discretionary,Automotive Retail,87.89,71099564032.0,107.8,110.0,89.0,120.0,22.65,28.0,28.76,56.39,-35.84,61.25,59.61,48.3,3,24.071209,16.78,3.65125,2.21,8.1,10.3,22.45,14.27,,2.24,-2.7,-7.09,-16.33,25.63,-23.27,87.89,101.79,15.82,43.56,24.45,NEUTRAL,2026-09-07,2027-09-07,34.58340550840118,75.58802235208941,32.094,54.5988562778572,37.38,61.65907700515874,93.75,45.92,401,20.48,Zayıf,False
WST,WST,West Pharmaceutical Services,Health Care,Health Care Supplies,339.97,23925647360.0,404.73334,410.0,340.0,459.0,19.05,16.0,29.4,156.66,-53.92,169.48,196.16,104.34,3,34.11723,17.01,9.96476,1.16,13.8,18.1,27.42,16.98,19.09,-0.13,8.17,38.47,37.77,33.77,-24.7,339.97,432.8,27.31,41.43,73.35,NEUTRAL,2026-09-07,2027-09-07,24.94158957390776,59.08179632718531,60.581999999999994,56.5106268496099,11.62,60.54913522115184,100.0,45.86,402,20.28,Zayıf,False
AXP,AXP,American Express,Financials,Consumer Finance,326.16,220259057664.0,375.9556,382.0,315.0,450.0,15.27,30.0,35.91,268.29,-17.74,268.29,,,1,16.215822,13.34,20.11369,,12.8,11.0,0.0,16.14,34.38,,5.28,9.0,-0.3,26.66,-23.9,326.16,382.01,17.12,46.76,33.07,NEUTRAL,2026-09-07,2027-09-07,35.67065073041169,61.214244856979434,38.546,47.99543205177008,66.58,59.09745269199764,87.5,45.82,403,20.08,Zayıf,False
LNT,LNT,Alliant Energy,Utilities,Electric Utilities,67.97,17623580672.0,78.04167,78.0,73.0,83.0,14.82,13.0,12.81,54.1,-20.4,61.78,46.43,,2,18.441595,16.76,3.68569,-6.46,1.0,-4.0,41.3,18.45,11.13,6.61,-6.02,-3.56,8.29,16.37,-12.53,67.97,77.9,14.61,30.13,15.53,WEAK,2026-09-07,2027-09-07,43.22087992117551,53.67929471717886,21.369999999999997,57.89766407119021,63.76,75.87420239054393,100.0,45.74,404,19.88,Zayıf,False
CTVA,CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,87.86,58619842560.0,92.1,95.0,78.0,103.0,4.83,21.0,27.14,83.08,-5.44,64.49,69.92,114.83,3,21.319965,15.65,4.12102,4.12,-1.2,-9.9,24.0,5.66,4.26,0.59,14.3,14.67,22.07,27.5,-17.89,87.86,100.06,13.89,35.64,9.62,WEAK,2026-09-07,2027-09-07,59.214342629482076,35.59526238104952,20.028,40.370370370370374,89.7,74.73550281477468,100.0,45.69,405,19.68,Zayıf,False
SLB,SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,57.51,85353078784.0,62.03448,63.0,43.0,71.0,7.87,30.0,45.14,39.3,-31.66,45.33,38.71,33.86,3,17.794651,14.03,3.23187,3.46,5.0,-29.7,20.3,8.53,12.91,1.18,5.36,23.91,63.61,35.98,-22.27,57.51,72.33,25.76,50.27,68.34,NEUTRAL,2026-09-07,2027-09-07,39.21267311705559,40.61304245216981,61.112,30.15873015873016,55.13,42.111250807968304,100.0,45.35,406,19.48,Zayıf,False
MCO,MCO,Moody's Corporation,Financials,Financial Exchanges & Data,493.55,85473476608.0,561.9048,570.0,505.0,610.0,13.85,24.0,18.69,255.39,-48.26,252.5,259.52,254.14,3,26.0724,13.34,18.92998,3.02,15.1,56.7,49.67,34.25,76.93,1.51,9.58,5.04,-0.39,28.27,-23.61,493.55,575.82,16.67,48.64,30.26,NEUTRAL,2026-09-07,2027-09-07,28.902263287276426,60.63192252769011,37.612,73.68364168783707,24.99,60.11462952412447,100.0,45.31,407,19.28,Zayıf,False
BNY,BNY,BNY Mellon,Financials,Asset Management & Custody Banks,164.84,111844614144.0,167.33333,172.0,135.0,184.0,1.51,16.0,29.28,136.67,-17.09,136.67,,,1,16.088528,13.34,10.24581,,13.1,26.9,0.0,29.41,14.12,,16.23,44.19,58.88,21.31,-10.15,164.84,197.95,20.08,57.25,48.3,NEUTRAL,2026-09-07,2027-09-07,35.90969455511288,24.973579894319577,51.879999999999995,51.84661844943535,79.83,86.74605672577759,87.5,45.28,408,19.09,Zayıf,False
VST,VST,Vistra Corp.,Utilities,Electric Utilities,149.3,50110337024.0,217.42105,221.0,106.0,305.0,45.63,20.0,91.53,127.23,-14.78,173.74,201.45,6.49,3,14.403398,16.76,10.36561,0.07,-5.5,-6.2,34.59,11.55,42.96,3.02,0.5,-5.63,-20.9,49.58,-38.01,149.3,169.83,13.75,28.64,8.02,WEAK,2026-09-07,2027-09-07,57.97712376301247,66.84238736954947,16.268,46.032628846866885,47.66,32.72115641531251,100.0,45.24,409,18.89,Zayıf,False
NSC,NSC,Norfolk Southern,Industrials,Rail Transportation,329.46,73999474688.0,365.27777,369.5,297.0,414.0,10.87,21.0,32.03,274.16,-16.79,287.96,347.47,187.05,3,23.005182,20.11,14.32112,1.87,11.4,-4.4,45.16,21.02,16.98,2.84,5.52,9.69,19.84,20.55,-12.47,329.46,382.04,15.96,38.99,25.45,NEUTRAL,2026-09-07,2027-09-07,41.894195370417066,43.050172200688806,30.866,52.69256238812679,71.5,66.43039023787767,100.0,45.18,410,18.69,Zayıf,False
CME,CME,CME Group,Financials,Financial Exchanges & Data,281.29,101146050560.0,283.06668,285.0,230.0,330.0,0.63,16.0,35.33,157.69,-43.94,172.25,162.75,138.06,3,21.78268,13.34,12.91347,2.88,0.8,2.5,70.61,63.44,15.8,0.33,9.85,-8.7,9.27,23.66,-31.09,281.29,384.21,36.59,59.62,86.37,STRONG,2026-09-07,2027-09-07,29.72450623039756,20.524682098728398,75.67,49.784936569773244,43.11,58.15728873253465,100.0,45.14,411,18.49,Zayıf,False
INTC,INTC,Intel,Information Technology,Semiconductors,95.8,506408894464.0,115.78049,112.0,75.0,200.0,20.86,48.0,107.96,41.5,-56.68,36.93,58.9,28.68,3,46.910885,18.08,2.04217,0.96,25.4,,29.53,-19.79,-10.71,1.24,-3.4,120.64,289.27,78.8,-41.9,95.8,158.47,65.42,65.59,96.79,STRONG,2026-09-07,2027-09-07,27.013043715548765,63.22877291509167,84.31,28.250943021639863,5.54,12.84781906196445,93.75,45.05,412,18.29,Zayıf,False
YUM,YUM,Yum! Brands,Consumer Discretionary,Restaurants,150.71,41128923136.0,173.33636,174.5,147.0,200.0,15.01,26.0,30.58,103.19,-31.53,125.12,108.5,75.95,3,20.20775,16.78,7.45803,2.03,12.2,131.6,35.17,25.41,,4.15,-0.11,-5.35,6.4,23.8,-13.58,150.71,171.97,14.11,37.84,11.72,WEAK,2026-09-07,2027-09-07,36.18049540966568,60.883883535534146,22.168000000000003,73.56446051635692,49.27,63.482933253673714,93.75,45.04,413,18.09,Zayıf,False
EW,EW,Edwards Lifesciences,Health Care,Health Care Equipment,89.9,51818360832.0,100.96154,101.5,84.0,110.0,12.3,29.0,25.75,57.35,-36.2,57.44,58.13,56.49,3,26.617321,17.01,3.3775,2.38,13.6,-25.4,30.66,15.43,9.18,-1.78,4.58,10.12,11.04,24.54,-13.19,89.9,105.39,17.23,40.65,33.87,NEUTRAL,2026-09-07,2027-09-07,33.07110540887298,58.65103460413842,36.582,46.798920447023754,44.9,85.63521950324176,100.0,44.94,414,17.89,Zayıf,False
GLW,GLW,Corning Inc.,Information Technology,Electronic Components,154.3,132912226304.0,191.4,200.0,129.0,226.0,24.04,16.0,50.68,63.42,-58.9,78.13,85.56,26.56,3,35.713627,18.08,4.32048,0.55,16.6,18.5,24.08,11.2,16.81,1.68,-12.95,25.58,123.24,70.4,-51.48,154.3,276.19,79.0,68.7,100.0,STRONG,2026-09-07,2027-09-07,24.34317524422857,57.33830935323741,87.48,30.786691304856877,0.0,15.73990187406595,100.0,44.83,415,17.69,Zayıf,False
BX,BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,136.15,162739781632.0,144.04762,140.0,119.0,184.0,5.8,23.0,45.12,99.91,-26.61,99.91,,,1,18.176235,13.34,7.49055,,28.6,57.3,0.0,22.73,31.37,,19.24,25.74,-16.61,36.52,-44.76,136.15,167.81,23.25,53.97,62.32,NEUTRAL,2026-09-07,2027-09-07,31.36786188579017,31.277445109780444,58.98,65.82093642938713,63.82,28.009763728915754,87.5,44.75,416,17.5,Zayıf,False
CMS,CMS,CMS Energy,Utilities,Multi-Utilities,68.46,21467492352.0,79.58333,80.0,68.0,87.0,16.25,15.0,23.87,67.94,-0.76,69.68,66.2,,2,16.46928,16.76,4.15683,-10.24,-0.5,-43.9,34.24,11.64,9.16,6.32,-4.2,-9.86,-1.32,17.1,-13.63,68.46,78.95,15.32,29.76,20.64,NEUTRAL,2026-09-07,2027-09-07,47.84946236559139,55.53814215256861,24.288000000000004,22.76603633667037,84.21,74.36965574835942,100.0,44.7,417,17.2,Zayıf,False
TAP,TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,40.5,7551384576.0,45.47619,45.0,34.0,61.0,12.29,21.0,59.37,100.69,148.63,75.99,123.53,102.56,3,8.244761,15.47,4.91221,12.38,-3.3,-42.3,20.42,-20.81,-19.47,2.56,4.9,-11.1,-14.39,28.33,-27.75,40.5,44.65,10.25,34.01,0.4,WEAK,2026-09-07,2027-09-07,98.56573705179282,38.521114084456336,13.844,29.33961891208096,24.45,40.853646247002246,100.0,44.7,417,17.2,Zayıf,False
V,V,Visa Inc.,Financials,Transaction & Payment Processing Services,375.07,700273459200.0,419.36163,422.0,330.0,466.0,11.81,40.0,32.43,197.03,-47.47,200.14,204.45,186.49,3,24.997501,13.34,15.0043,2.91,14.4,10.2,69.89,50.78,61.19,0.32,16.13,18.65,7.72,22.27,-17.18,375.07,438.98,17.04,46.72,31.86,NEUTRAL,2026-09-07,2027-09-07,28.715775197084007,56.39742558970236,37.804,68.14462199688451,27.86,72.79598073992031,100.0,44.56,419,16.9,Zayıf,False
NDAQ,NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,96.88,54153723904.0,109.86667,110.0,84.0,135.0,13.4,17.0,46.42,57.98,-40.15,62.4,59.91,51.64,3,20.707623,13.34,4.67847,3.12,14.9,14.1,59.73,35.04,16.52,2.61,11.4,10.3,4.03,27.69,-23.38,96.88,117.14,20.91,49.65,52.91,NEUTRAL,2026-09-07,2027-09-07,33.04738492837161,40.58104232416929,51.605999999999995,61.057076855099034,38.17,44.2026310186089,100.0,44.47,420,16.7,Zayıf,False
JNJ,JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,275.23,663276421120.0,275.63635,281.0,190.0,320.0,0.15,23.0,47.16,199.93,-27.36,209.33,205.36,185.11,3,22.362787,17.01,12.3075,2.55,6.6,-0.9,35.61,21.48,25.74,0.81,18.82,15.71,57.44,19.01,-10.96,275.23,328.32,19.29,49.21,44.09,NEUTRAL,2026-09-07,2027-09-07,38.41042609224121,23.221332885331545,46.138000000000005,53.90345089699408,68.16,74.85666300723749,100.0,44.43,421,16.5,Zayıf,False
TMO,TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,613.78,226943500288.0,638.1111,650.0,520.0,750.0,3.96,29.0,36.04,428.71,-30.15,468.2,372.24,445.68,3,22.296474,17.01,27.52812,2.75,10.5,9.4,25.34,15.04,13.51,3.28,29.95,22.52,25.85,30.52,-31.38,613.78,742.41,20.96,42.02,53.71,NEUTRAL,2026-09-07,2027-09-07,37.17604159632656,37.168068672274686,49.034000000000006,49.143894846074026,60.74,39.04810374845805,100.0,44.38,422,16.3,Zayıf,False
SRE,SRE,Sempra,Utilities,Multi-Utilities,84.04,54953787392.0,101.82353,102.0,84.0,118.0,21.16,19.0,33.39,77.66,-7.59,92.79,62.53,,2,15.180717,16.76,5.53597,-50.33,-0.1,71.3,43.34,16.82,6.68,6.23,-7.42,-7.99,5.3,20.91,-17.51,84.04,95.77,13.96,29.26,10.22,WEAK,2026-09-07,2027-09-07,38.71953048022962,62.9181316725267,17.836000000000002,46.7741935483871,73.07,64.75144864216986,100.0,44.28,423,16.0,Zayıf,False
L,L,Loews Corporation,Financials,Multi-line Insurance,109.3,22343950336.0,,,,,,,,110.37,0.98,38.68,187.09,105.35,3,37.689655,13.34,2.9,5.65,3.9,15.6,17.32,9.02,9.31,0.78,1.67,-0.21,12.33,16.3,-9.25,109.3,126.25,15.51,43.92,22.24,NEUTRAL,2026-09-07,2027-09-07,60.743409341357975,50.0,30.912,33.16977450930103,50.0,80.55371474854576,81.25,44.28,423,16.0,Zayıf,False
PANW,PANW,Palo Alto Networks,Information Technology,Systems Software,333.26,271606906880.0,390.5,410.0,190.0,475.0,17.18,55.0,72.98,101.7,-69.48,88.51,45.74,170.84,3,68.09076,18.08,4.89435,1.65,34.4,,16.21,2.67,1.74,-0.31,22.5,101.91,73.26,45.2,-36.01,333.26,501.7,50.54,64.39,92.38,STRONG,2026-09-07,2027-09-07,28.233913660426786,59.66035864143456,81.184,27.476672622592808,0.0,33.84581330748864,93.75,44.25,425,15.71,Zayıf,False
ETR,ETR,Entergy,Utilities,Electric Utilities,107.27,51251187712.0,123.025,126.0,91.0,137.0,14.69,23.0,37.39,87.02,-18.87,85.52,88.53,,2,21.025005,16.76,5.10202,-8.59,5.9,-1.9,41.08,13.33,10.25,5.56,-2.56,3.63,24.68,20.45,-10.56,107.27,122.96,14.62,31.69,16.03,WEAK,2026-09-07,2027-09-07,39.60116523154693,53.60209440837764,22.294000000000004,50.94549499443826,65.72,75.71961726312884,100.0,44.19,426,15.51,Zayıf,False
NWS,NWS,News Corp (Class B),Communication Services,Publishing,33.9,18194145280.0,,,,,,8.0,,30.61,-9.7,21.92,30.7,39.22,3,22.42479,14.5,1.51172,5.74,10.8,-74.9,14.82,6.35,7.98,0.61,8.69,22.83,2.89,27.61,-25.76,33.9,39.79,17.37,39.17,35.47,NEUTRAL,2026-09-07,2027-09-07,53.90106241699868,50.0,36.95,35.22727272727273,50.0,58.1414292025624,87.5,44.18,427,15.31,Zayıf,False
ARES,ARES,Ares Management,Financials,Asset Management & Custody Banks,140.15,46228000768.0,147.5,149.0,122.0,168.0,5.24,18.0,31.19,74.28,-47.0,95.93,15.16,111.73,3,19.48712,13.34,7.19193,4.67,5.8,6.5,23.89,10.63,14.94,9.1,12.66,30.43,-19.29,44.27,-47.09,140.15,188.49,34.49,61.25,84.97,STRONG,2026-09-07,2027-09-07,34.36721200305162,31.018004072016286,75.482,37.71047883364335,33.97,24.591927393554506,100.0,43.95,428,15.11,Zayıf,False
AWK,AWK,American Water Works,Utilities,Water Utilities,140.7,27961167872.0,140.36365,140.0,128.0,155.0,-0.24,13.0,19.24,111.87,-20.49,110.05,113.69,,2,21.429224,16.76,6.5658,-6.39,6.2,8.6,55.13,21.35,10.1,5.44,13.79,3.75,2.1,22.57,-15.0,140.7,161.14,14.53,29.79,15.03,WEAK,2026-09-07,2027-09-07,43.6867583429722,24.941819767279068,20.933999999999997,71.48683722654802,77.41,83.48704399114396,100.0,43.78,429,14.91,Zayıf,False
DTE,DTE,DTE Energy,Utilities,Multi-Utilities,136.08,28316624896.0,156.85715,156.5,143.0,168.0,15.27,17.0,15.94,117.98,-13.3,140.22,95.75,,2,16.267298,16.76,8.36525,-9.17,-1.5,22.4,21.97,8.0,11.03,7.69,-5.9,-7.92,3.08,17.02,-12.44,136.08,157.33,15.61,29.68,23.45,NEUTRAL,2026-09-07,2027-09-07,40.17564151994174,57.31450925803704,25.942,33.537263626251395,71.71,71.5160938178544,100.0,43.77,430,14.71,Zayıf,False
META,META,Meta Platforms,Communication Services,Interactive Media & Services,616.77,1571225468928.0,754.77405,750.0,580.0,1000.0,22.38,62.0,55.65,408.25,-33.81,506.83,547.51,170.41,3,17.642334,14.5,34.95966,1.37,28.0,-13.4,48.04,29.83,29.85,0.2,4.1,-4.19,-17.35,38.88,-32.46,616.77,702.97,13.98,36.8,10.62,WEAK,2026-09-07,2027-09-07,34.44887118193891,69.59943839775359,21.092,65.8459595959596,40.41,39.42763758132567,100.0,43.69,431,14.51,Zayıf,False
CRL,CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,288.5,13896389632.0,281.0,300.0,145.0,318.0,-2.6,16.0,61.57,226.13,-21.62,215.76,205.47,257.17,3,22.741642,17.01,12.68598,3.37,-2.7,,21.23,-5.96,-7.52,3.35,59.09,65.37,77.75,45.86,-33.88,288.5,413.97,43.49,62.11,90.18,STRONG,2026-09-07,2027-09-07,44.29063407387399,10.184000736002945,78.952,19.13998744507219,78.36,19.009364791143952,93.75,43.67,432,14.31,Zayıf,False
PG,PG,Procter & Gamble,Consumer Staples,Personal Care Products,146.44,340132134912.0,160.6087,162.0,143.0,186.0,9.68,25.0,26.77,118.76,-18.9,114.47,124.88,116.93,3,19.789724,15.47,7.3998,3.9,1.5,-15.5,28.44,18.44,30.29,1.01,0.68,-3.25,-5.3,19.67,-15.52,146.44,162.27,10.81,32.25,1.6,WEAK,2026-09-07,2027-09-07,45.4651980314038,47.781351125404505,13.86,53.42346616065782,70.04,85.02822508541819,100.0,43.66,433,14.12,Zayıf,False
ETN,ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,410.85,159574147072.0,475.5708,485.0,333.0,534.0,15.75,27.0,42.27,265.71,-35.33,323.06,230.99,243.08,3,25.571014,20.11,16.06702,1.95,21.4,-15.9,22.11,12.75,19.68,3.11,4.02,19.13,19.3,38.34,-18.33,410.85,491.7,19.68,40.52,45.39,NEUTRAL,2026-09-07,2027-09-07,33.0778153209945,58.13623254493018,43.442,43.98376985624042,43.38,39.22391405513835,100.0,43.65,434,13.92,Zayıf,False
ERIE,ERIE,Erie Indemnity,Financials,Insurance Brokers,252.8,13218878464.0,,,,,,1.0,,183.25,-27.51,186.87,205.82,157.04,3,18.044254,13.34,14.01,3.64,2.8,3.2,20.27,14.01,24.81,-0.29,11.89,-1.59,-23.27,37.08,-37.87,252.8,302.59,19.69,54.27,45.89,NEUTRAL,2026-09-07,2027-09-07,39.755022463338136,50.0,49.242000000000004,39.02798093268576,50.0,44.649142183933435,87.5,43.64,435,13.62,Zayıf,False
VMC,VMC,Vulcan Materials Company,Materials,Construction Materials,262.63,34031263744.0,325.73914,335.0,198.0,365.0,24.03,24.0,51.27,182.02,-30.69,168.66,171.04,206.35,3,24.368698,15.65,10.77735,2.48,2.5,2.7,28.84,13.75,13.23,2.03,-6.49,-3.95,-9.49,28.25,-22.05,262.63,298.67,13.72,37.59,7.82,WEAK,2026-09-07,2027-09-07,42.710756972111554,65.24114096456385,19.728,53.55555555555555,43.39,52.14207739534735,100.0,43.64,435,13.62,Zayıf,False
GIS,GIS,General Mills,Consumer Staples,Packaged Foods & Meats,38.29,20470962176.0,37.77778,37.0,31.0,47.0,-1.34,20.0,42.35,73.62,92.27,49.66,82.9,88.3,3,11.928759,15.47,3.20989,11.28,2.2,-14.5,18.72,-0.47,-1.03,-0.12,17.5,-10.57,-18.02,28.16,-34.28,38.29,43.03,12.37,34.83,4.41,WEAK,2026-09-07,2027-09-07,94.39184438715725,20.128960515842067,16.578,36.40595351043643,35.65,55.83764007959786,100.0,43.59,437,13.32,Zayıf,False
D,D,Dominion Energy,Utilities,Multi-Utilities,65.84,57907986432.0,71.81818,70.0,66.0,80.0,9.08,15.0,19.49,64.05,-2.72,63.95,64.14,,2,17.256336,16.76,3.81541,-15.85,17.6,-58.0,46.03,13.98,8.28,6.43,-0.59,6.22,18.12,20.24,-9.77,65.84,75.13,14.11,27.78,11.42,WEAK,2026-09-07,2027-09-07,45.77003812706165,39.14535658142633,17.964000000000002,43.65962180200222,88.57,76.38410438525997,100.0,42.99,438,13.02,Zayıf,False
VRTX,VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,546.12,138420076544.0,569.53845,577.5,350.0,672.0,4.29,30.0,56.54,323.1,-40.84,370.29,325.09,273.92,3,25.083778,17.01,21.77184,1.9,12.5,8.0,40.52,35.0,23.54,-1.15,22.22,19.58,37.59,28.58,-15.21,546.12,657.31,20.36,46.17,49.5,NEUTRAL,2026-09-07,2027-09-07,29.58336146937673,31.69520678082712,48.168,63.80155954409384,44.78,63.233749668391425,100.0,42.99,438,13.02,Zayıf,False
DRI,DRI,Darden Restaurants,Consumer Discretionary,Restaurants,216.88,24624936960.0,231.04,235.0,156.0,276.0,6.53,28.0,51.94,189.76,-12.5,207.84,188.14,173.29,3,17.50571,16.78,12.3891,3.21,13.7,36.0,16.01,9.13,53.72,3.7,10.35,8.43,6.46,27.36,-20.07,216.88,245.9,13.38,36.49,6.61,WEAK,2026-09-07,2027-09-07,49.698596916681105,34.46577786311145,18.562,58.1533029960412,80.38,44.17870468740874,100.0,42.93,440,12.72,Zayıf,False
RMD,RMD,ResMed|,Health Care,Health Care Equipment,228.35,32940013568.0,246.125,235.0,175.0,320.0,7.78,19.0,58.91,206.39,-9.62,224.71,222.43,172.03,3,17.283335,17.01,13.21215,2.85,8.6,2.4,37.07,26.95,24.27,-0.31,16.82,-9.17,-15.72,28.38,-34.97,228.35,260.79,14.21,38.04,13.23,WEAK,2026-09-07,2027-09-07,48.610979809575255,26.365025460101837,23.154,60.605070653496796,82.44,46.16365795277399,100.0,42.86,441,12.52,Zayıf,False
GWW,GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,1324.49,62384730112.0,1332.5714,1352.5,1100.0,1500.0,0.61,19.0,30.02,973.18,-26.52,1026.35,1087.99,805.2,3,25.94796,20.11,51.04409,2.0,10.3,20.5,17.07,9.92,46.09,0.69,2.08,19.5,29.9,23.67,-13.35,1324.49,1555.83,17.47,41.12,36.87,NEUTRAL,2026-09-07,2027-09-07,38.11185637198044,26.304905219620878,38.56999999999999,49.082250888965596,68.83,81.99940952554384,100.0,42.78,442,12.33,Zayıf,False
AES,AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,14.79,10551757824.0,15.0,15.0,15.0,15.0,1.42,10.0,0.0,35.77,141.87,39.85,31.69,,2,6.2202444,16.76,2.37772,-29.28,19.9,,31.18,14.34,9.57,7.64,2.03,7.08,21.2,33.13,-18.98,14.79,17.35,17.32,34.86,34.67,NEUTRAL,2026-09-07,2027-09-07,72.83082722871954,26.609706438825754,34.746,42.58064516129032,18.18,53.898787120833084,93.75,42.31,443,12.13,Zayıf,False
MAR,MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",336.51,87750467584.0,380.64,393.0,280.0,425.0,13.11,28.0,38.09,201.85,-40.02,220.6,188.39,196.55,3,25.591341,16.78,13.14937,2.35,11.1,4.3,65.19,35.03,,3.6,-14.09,4.34,26.21,27.35,-17.07,336.51,388.44,15.43,39.83,21.04,NEUTRAL,2026-09-07,2027-09-07,33.703447081240256,53.68421473685895,28.555999999999997,67.86729459254899,38.61,53.66811517370852,93.75,42.22,444,11.93,Zayıf,False
TKO,TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,186.01,35206057984.0,231.15788,235.0,185.0,250.0,24.27,22.0,28.12,78.83,-57.62,57.81,87.56,91.11,3,46.64816,14.5,3.98751,2.43,18.2,14.4,30.56,4.33,7.06,2.69,-8.23,-7.5,-0.62,31.69,-19.61,186.01,221.51,19.09,37.76,43.49,NEUTRAL,2026-09-07,2027-09-07,29.05710491367862,72.54421017684069,41.198,48.16919191919191,1.72,54.85936667901741,100.0,42.21,445,11.73,Zayıf,False
NEE,NEE,NextEra Energy,Utilities,Multi-Utilities,83.43,174033158144.0,98.38889,100.5,55.0,114.0,17.93,20.0,59.97,57.2,-31.43,73.56,40.85,,2,19.010576,16.76,4.38861,-10.21,12.4,53.1,50.85,32.4,11.68,7.35,-2.08,-6.97,21.11,21.33,-15.14,83.43,95.22,14.13,35.0,12.42,WEAK,2026-09-07,2027-09-07,30.446814890973737,50.389481557926224,21.451999999999998,79.49573600296627,47.05,50.42341464818948,100.0,42.2,446,11.53,Zayıf,False
F,F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,14.62,58298650624.0,15.85368,15.92,11.0,20.0,8.44,21.0,56.77,32.13,119.78,32.13,,,1,7.63303,16.78,1.91536,-13.62,-3.8,,4.07,-3.94,-18.25,18.47,-0.82,23.17,31.01,38.13,-23.39,14.62,18.71,27.99,44.03,75.15,NEUTRAL,2026-09-07,2027-09-07,64.30914025059182,30.344761379045515,62.702000000000005,4.403844177202179,32.16,26.041446710518454,93.75,42.19,447,11.33,Zayıf,False
CTAS,CTAS,Cintas,Industrials,Diversified Support Services,200.47,80221995008.0,216.3125,219.5,175.0,250.0,7.9,20.0,34.67,117.51,-41.38,122.93,118.36,111.23,3,32.788845,20.11,6.11397,1.83,8.9,15.6,26.59,17.75,40.71,0.81,11.75,-1.02,-2.11,23.09,-20.04,200.47,239.95,19.69,42.51,45.69,NEUTRAL,2026-09-07,2027-09-07,29.927883403096477,35.27926111704447,44.418,58.557210186515555,40.81,71.60200486314237,100.0,42.09,448,11.13,Zayıf,False
MSCI,MSCI,MSCI,Financials,Financial Exchanges & Data,573.01,41657827328.0,692.05884,700.0,570.0,760.0,20.78,18.0,27.45,278.48,-51.4,300.08,254.93,280.43,3,25.47011,13.34,22.49735,2.87,12.2,19.6,58.86,40.73,,3.16,-6.56,1.39,4.32,30.33,-18.07,573.01,672.42,17.35,47.53,35.17,NEUTRAL,2026-09-07,2027-09-07,26.191404594388402,64.56509826039304,40.114000000000004,60.66099290780143,14.77,53.82779032772858,93.75,41.96,449,10.93,Zayıf,False
PM,PM,Philip Morris International,Consumer Staples,Tobacco,182.53,284493709312.0,207.13333,210.0,175.0,230.0,13.48,16.0,26.55,129.59,-29.0,141.84,119.49,127.46,3,19.907774,15.47,9.16878,3.41,10.4,-7.5,42.34,25.56,,2.39,3.23,9.24,17.37,28.05,-18.54,182.53,204.7,12.14,38.5,3.91,WEAK,2026-09-07,2027-09-07,39.73752050621045,48.400433601734406,17.746000000000002,66.98292220113852,53.94,64.29832533737806,93.75,41.91,450,10.74,Zayıf,False
WAT,WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,409.38,40195325952.0,440.65216,450.0,349.0,480.0,7.64,24.0,29.73,226.5,-44.67,281.42,171.58,,2,24.741066,17.01,16.54658,-0.35,113.4,,31.26,3.59,1.92,3.4,12.05,35.31,36.6,36.11,-31.32,409.38,536.35,31.02,52.72,80.16,NEUTRAL,2026-09-07,2027-09-07,20.60458730051545,41.5938463753855,69.184,42.93157564344005,35.8,37.04413523008175,93.75,41.84,451,10.54,Zayıf,False
